cpt_code,description,category,contrast
33955,Ecmo/ecls insj ctr cannula,CT,Unspecified
33956,Ecmo/ecls insj ctr cannula,CT,Unspecified
33957,Ecmo/ecls repos perph cnula,Other,Unspecified
33958,Ecmo/ecls repos perph cnula,Other,Unspecified
33959,Ecmo/ecls repos perph cnula,Other,Unspecified
33962,Ecmo/ecls repos perph cnula,Other,Unspecified
33963,Ecmo/ecls repos perph cnula,Other,Unspecified
33964,Ecmo/ecls repos perph cnula,Other,Unspecified
33965,Ecmo/ecls rmvl perph cannula,Other,Unspecified
33966,Ecmo/ecls rmvl prph cannula,Other,Unspecified
33967,Insert i-aort percut device,Other,Unspecified
33968,Remove aortic assist device,Other,Unspecified
33969,Ecmo/ecls rmvl perph cannula,Other,Unspecified
33970,Aortic circulation assist,Other,Unspecified
33971,Aortic circulation assist,Other,Unspecified
33973,Insert balloon device,Other,Unspecified
33974,Remove intra-aortic balloon,Other,Unspecified
33975,Implant ventricular device,Other,Unspecified
33976,Implant ventricular device,Other,Unspecified
33977,Remove ventricular device,Other,Unspecified
33978,Remove ventricular device,Other,Unspecified
33979,Insert intracorporeal device,Other,Unspecified
33980,Remove intracorporeal device,Other,Unspecified
33981,Replace vad pump ext,Other,Unspecified
33982,Replace vad intra w/o bp,Other,Unspecified
33983,Replace vad intra w/bp,Other,Unspecified
33984,Ecmo/ecls rmvl prph cannula,Other,Unspecified
33985,Ecmo/ecls rmvl ctr cannula,CT,Unspecified
33986,Ecmo/ecls rmvl ctr cannula,CT,Unspecified
33987,Artery expos/graft artery,Other,Unspecified
33988,Insertion of left heart vent,Other,Unspecified
33989,Removal of left heart vent,Other,Unspecified
33990,Insj perq vad l hrt arterial,Other,Unspecified
33991,Insj perq vad l hrt artl&ven,Other,Unspecified
33992,Rmvl perq left heart vad,Other,Unspecified
33993,Reposg perq r/l hrt vad,Other,Unspecified
33995,Insj perq vad r hrt venous,Other,Unspecified
33997,Rmvl perq right heart vad,Other,Unspecified
33999,Unlisted px cardiac surgery,Other,Unspecified
34001,Removal of artery clot,Other,Unspecified
34051,Removal of artery clot,Other,Unspecified
34101,Removal of artery clot,Other,Unspecified
34111,Removal of arm artery clot,Other,Unspecified
34151,Removal of artery clot,Other,Unspecified
34201,Removal of artery clot,Other,Unspecified
34203,Removal of leg artery clot,Other,Unspecified
34401,Removal of vein clot,Other,Unspecified
34421,Removal of vein clot,Other,Unspecified
34451,Removal of vein clot,Other,Unspecified
34471,Removal of vein clot,Other,Unspecified
34490,Removal of vein clot,Other,Unspecified
3450F,Dyspnea scrnd no-mild dysp,Other,Unspecified
34501,Repair valve femoral vein,Other,Unspecified
34502,Reconstruct vena cava,CT,Unspecified
3451F,Dyspnea scrnd mod-high dysp,Other,Unspecified
34510,Transposition of vein valve,Other,Unspecified
3452F,Dyspnea not screened,Other,Unspecified
34520,Cross-over vein graft,Other,Unspecified
34530,Leg vein fusion,Other,Unspecified
3455F,Tb scr pfrmd&interpd 6 mo,Other,Unspecified
3470F,Ra disease activity low,CT,Unspecified
34701,Evasc rpr a-ao ndgft,Other,Unspecified
34702,Evasc rpr a-ao ndgft rpt,Other,Unspecified
34703,Evasc rpr a-unilac ndgft,Other,Unspecified
34704,Evasc rpr a-unilac ndgft rpt,Other,Unspecified
34705,Evac rpr a-biiliac ndgft,Other,Unspecified
34706,Evasc rpr a-biiliac rpt,Other,Unspecified
34707,Evasc rpr ilio-iliac ndgft,Other,Unspecified
34708,Evasc rpr ilio-iliac rpt,Other,Unspecified
34709,Plmt xtn prosth evasc rpr,Other,Unspecified
3471F,Ra disease activity mod,CT,Unspecified
34710,Dlyd plmt xtn prosth 1st vsl,Other,Unspecified
34711,Dlyd plmt xtn prosth ea addl,Other,Unspecified
34712,Tcat dlvr enhncd fixj dev,Other,Unspecified
34713,Perq access & clsr fem art,Other,Unspecified
34714,Opn fem art expos cndt crtj,Other,Unspecified
34715,Opn ax/subcla art expos,Other,Unspecified
34716,Opn ax/subcla art expos cndt,Other,Unspecified
34717,Evasc rpr a-iliac ndgft,Other,Unspecified
34718,Evasc rpr n/a a-iliac ndgft,Other,Unspecified
3472F,Ra disease activity high,CT,Unspecified
3475F,Disease progn ra poor docd,Other,Unspecified
3476F,Disease progn ra good docd,Other,Unspecified
34808,Endovas iliac a device addon,Other,Unspecified
34812,Opn fem art expos,Other,Unspecified
34813,Femoral endovas graft add-on,Other,Unspecified
34820,Opn iliac art expos,Other,Unspecified
34830,Open aortic tube prosth repr,Other,Unspecified
34831,Open aortoiliac prosth repr,Other,Unspecified
34832,Open aortofemor prosth repr,Other,Unspecified
34833,Opn ilac art expos cndt crtj,Other,Unspecified
34834,Opn brach art expos,Other,Unspecified
34839,Plnning pt spec fenest graft,Other,Unspecified
34841,Endovasc visc aorta 1 graft,Other,Unspecified
34842,Endovasc visc aorta 2 graft,Other,Unspecified
34843,Endovasc visc aorta 3 graft,Other,Unspecified
34844,Endovasc visc aorta 4 graft,Other,Unspecified
34845,Visc & infraren abd 1 prosth,Other,Unspecified
34846,Visc & infraren abd 2 prosth,Other,Unspecified
34847,Visc & infraren abd 3 prosth,Other,Unspecified
34848,Visc & infraren abd 4+ prost,Other,Unspecified
3490F,History aids-defining cond,Other,Unspecified
3491F,Hiv unsure baby of hiv+moms,Other,Unspecified
3492F,History cd4+ cell count <350,Other,Unspecified
3493F,No hist cd4+ cell count <350,Other,Unspecified
3494F,Cd4+cell count <200cells/mm3,Other,Unspecified
3495F,Cd4+cell cnt 200-499 cells,Other,Unspecified
3496F,Cd4+ cell count >= 500 cells,Other,Unspecified
3497F,Cd4+ cell percentage <15%,Other,Unspecified
3498F,Cd4+ cell >=15% (hiv),Other,Unspecified
3500F,Cd4+cell cnt/% docd as done,Other,Unspecified
35001,Repair defect of artery,CT,Unspecified
35002,Repair artery rupture neck,Other,Unspecified
35005,Repair defect of artery,CT,Unspecified
35011,Repair defect of artery,CT,Unspecified
35013,Repair artery rupture arm,Other,Unspecified
3502F,Hiv rna vrl ld <lmts quantif,Other,Unspecified
35021,Repair defect of artery,CT,Unspecified
35022,Repair artery rupture chest,Other,Unspecified
3503F,Hiv rna vrl ldnot<lmts quntf,Other,Unspecified
35045,Repair defect of arm artery,CT,Unspecified
35081,Repair defect of artery,CT,Unspecified
35082,Repair artery rupture aorta,Other,Unspecified
35091,Repair defect of artery,CT,Unspecified
35092,Repair artery rupture aorta,Other,Unspecified
3510F,Doc tb scrng-rslts interpd,Other,Unspecified
35102,Repair defect of artery,CT,Unspecified
35103,Repair artery rupture aorta,Other,Unspecified
3511F,Chlmyd/gonrh tsts docd done,Other,Unspecified
35111,Repair defect of artery,CT,Unspecified
35112,Repair artery rupture spleen,Other,Unspecified
3512F,Syph scrng docd as done,Other,Unspecified
35121,Repair defect of artery,CT,Unspecified
35122,Repair artery rupture belly,Other,Unspecified
3513F,Hep b scrng docd as done,Other,Unspecified
35131,Repair defect of artery,CT,Unspecified
35132,Repair artery rupture groin,Other,Unspecified
3514F,Hep c scrng docd as done,Other,Unspecified
35141,Repair defect of artery,CT,Unspecified
35142,Repair artery rupture thigh,Other,Unspecified
3515F,Pt has docd immun to hep c,Other,Unspecified
35151,Repair defect of artery,CT,Unspecified
35152,Repair ruptd popliteal art,Other,Unspecified
3517F,Hbv assess&results intrp 1yr,Other,Unspecified
35180,Rpr cgen av fistula head&nck,Other,Unspecified
35182,Rpr cgen av fistula thrx&abd,Other,Unspecified
35184,Rpr cgen av fistula xtr,Other,Unspecified
35188,Rpr acq av fistula head&neck,Other,Unspecified
35189,Rpr acq av fistula thrx&abd,Other,Unspecified
35190,Repair acq av fistula xtr,Other,Unspecified
3520F,Cdifficile testing performed,Other,Unspecified
35201,Repair blood vessel dir neck,Other,Unspecified
35206,Repair blood vessel dir uxtr,Other,Unspecified
35207,Rpr bld vsl dir hand finger,Other,Unspecified
35211,Rpr blvsl dir ntrathrc w/byp,Other,Unspecified
35216,Rpr blvsl dir ntrthrc wo byp,Other,Unspecified
35221,Rpr bld vsl dir intra-abdl,Other,Unspecified
35226,Repair blood vessel dir lxtr,Other,Unspecified
35231,Repair blvsl vn grf neck,Other,Unspecified
35236,Repair blvsl vn grf uxtr,Other,Unspecified
35241,Rpr blvsl vn grf ntrthrc w/b,Other,Unspecified
35246,Rpr blvsl vn grf ntrthrc w/o,Other,Unspecified
35251,Rpr blvsl vn grf intra-abdl,Other,Unspecified
35256,Repair blvsl vn grf lxtr,Other,Unspecified
35261,Rpr blvsl grf oth/thn vn nck,Other,Unspecified
35266,Rpr blvsl grf oth/th vn uxtr,Other,Unspecified
35271,Rpr blvs gr ot/th vn ntrth w,Other,Unspecified
35276,Rpr blvs gr ot/t vn ntrth wo,Other,Unspecified
35281,Rpr blvsl gr ot/th vn ntr-ab,Other,Unspecified
35286,Rpr blvsl grf oth/th vn lxtr,Other,Unspecified
35301,Rechanneling of artery,Other,Unspecified
35302,Rechanneling of artery,Other,Unspecified
35303,Rechanneling of artery,Other,Unspecified
35304,Rechanneling of artery,Other,Unspecified
35305,Rechanneling of artery,Other,Unspecified
35306,Rechanneling of artery,Other,Unspecified
35311,Rechanneling of artery,Other,Unspecified
35321,Rechanneling of artery,Other,Unspecified
35331,Rechanneling of artery,Other,Unspecified
35341,Rechanneling of artery,Other,Unspecified
35351,Rechanneling of artery,Other,Unspecified
35355,Rechanneling of artery,Other,Unspecified
35361,Rechanneling of artery,Other,Unspecified
35363,Rechanneling of artery,Other,Unspecified
35371,Rechanneling of artery,Other,Unspecified
35372,Rechanneling of artery,Other,Unspecified
35390,Reoperation carotid add-on,Other,Unspecified
35400,Angioscopy,Other,Unspecified
3550F,Low rsk thromboembolism,Other,Unspecified
35500,Harvest vein for bypass,Other,Unspecified
35501,Art byp grft ipsilat carotid,Other,Unspecified
35506,Art byp grft subclav-carotid,Other,Unspecified
35508,Art byp grft carotid-vertbrl,Other,Unspecified
35509,Art byp grft contral carotid,Other,Unspecified
3551F,Intrmed rsk thromboembolism,Other,Unspecified
35510,Art byp grft carotid-brchial,Other,Unspecified
35511,Art byp grft subclav-subclav,Other,Unspecified
35512,Art byp grft subclav-brchial,Other,Unspecified
35515,Art byp grft subclav-vertbrl,Other,Unspecified
35516,Art byp grft subclav-axilary,Other,Unspecified
35518,Art byp grft axillary-axilry,Other,Unspecified
3552F,Hgh risk for thromboembolism,Other,Unspecified
35521,Art byp grft axill-femoral,Other,Unspecified
35522,Art byp grft axill-brachial,Other,Unspecified
35523,Art byp grft brchl-ulnr-rdl,Other,Unspecified
35525,Art byp grft brachial-brchl,Other,Unspecified
35526,Art byp grft aor/carot/innom,Other,Unspecified
35531,Art byp grft aorcel/aormesen,Other,Unspecified
35533,Art byp grft axill/fem/fem,Other,Unspecified
35535,Art byp grft hepatorenal,Other,Unspecified
35536,Art byp grft splenorenal,Other,Unspecified
35537,Art byp grft aortoiliac,Other,Unspecified
35538,Art byp grft aortobi-iliac,Other,Unspecified
35539,Art byp grft aortofemoral,Other,Unspecified
35540,Art byp grft aortbifemoral,Other,Unspecified
3555F,Pt inr measurement performed,Other,Unspecified
35556,Art byp grft fem-popliteal,Other,Unspecified
35558,Art byp grft fem-femoral,Other,Unspecified
35560,Art byp grft aortorenal,Other,Unspecified
35563,Art byp grft ilioiliac,Other,Unspecified
35565,Art byp grft iliofemoral,Other,Unspecified
35566,Art byp fem-ant-post tib/prl,Other,Unspecified
35570,Art byp tibial-tib/peroneal,Other,Unspecified
35571,Art byp pop-tibl-prl-other,Other,Unspecified
35572,Harvest femoropopliteal vein,Other,Unspecified
35583,Vein byp grft fem-popliteal,Other,Unspecified
35585,Vein byp fem-tibial peroneal,Other,Unspecified
35587,Vein byp pop-tibl peroneal,Other,Unspecified
35600,Open hrv uxtr art 1 sgm cab,Other,Unspecified
35601,Art byp common ipsi carotid,Other,Unspecified
35606,Art byp carotid-subclavian,Other,Unspecified
35612,Art byp subclav-subclavian,Other,Unspecified
35616,Art byp subclav-axillary,Other,Unspecified
35621,Art byp axillary-femoral,Other,Unspecified
35623,Art byp axillary-pop-tibial,Other,Unspecified
35626,Art byp aorsubcl/carot/innom,Other,Unspecified
35631,Art byp aor-celiac-msn-renal,Other,Unspecified
35632,Art byp ilio-celiac,Other,Unspecified
35633,Art byp ilio-mesenteric,Other,Unspecified
35634,Art byp iliorenal,Other,Unspecified
35636,Art byp spenorenal,Other,Unspecified
35637,Art byp aortoiliac,Other,Unspecified
35638,Art byp aortobi-iliac,Other,Unspecified
35642,Art byp carotid-vertebral,Other,Unspecified
35645,Art byp subclav-vertebrl,Other,Unspecified
35646,Art byp aortobifemoral,Other,Unspecified
35647,Art byp aortofemoral,Other,Unspecified
35650,Art byp axillary-axillary,Other,Unspecified
35654,Art byp axill-fem-femoral,Other,Unspecified
35656,Art byp femoral-popliteal,Other,Unspecified
35661,Art byp femoral-femoral,Other,Unspecified
35663,Art byp ilioiliac,Other,Unspecified
35665,Art byp iliofemoral,Other,Unspecified
35666,Art byp fem-ant-post tib/prl,Other,Unspecified
35671,Art byp pop-tibl-prl-other,Other,Unspecified
35681,Composite byp grft pros&vein,Other,Unspecified
35682,Composite byp grft 2 veins,Other,Unspecified
35683,Composite byp grft 3/> segmt,Other,Unspecified
35685,Bypass graft patency/patch,Other,Unspecified
35686,Bypass graft/av fist patency,Other,Unspecified
35691,Art trnsposj vertbrl carotid,Other,Unspecified
35693,Art trnsposj subclavian,Other,Unspecified
35694,Art trnsposj subclav carotid,Other,Unspecified
35695,Art trnsposj carotid subclav,Other,Unspecified
35697,Reimplant artery each,Other,Unspecified
3570F,Rprt bone scint xref w xray,X-ray,Unspecified
35700,Reoperation bypass graft,Other,Unspecified
35701,Expl n/flwd surg neck art,Other,Unspecified
35702,Expl n/flwd surg uxtr art,Other,Unspecified
35703,Expl n/flwd surg lxtr art,Other,Unspecified
3572F,Pt consid poss risk fx,Other,Unspecified
3573F,Pt not consid poss risk fx,Other,Unspecified
35800,Explore neck vessels,Other,Unspecified
35820,Explore chest vessels,Other,Unspecified
35840,Explore abdominal vessels,Other,Unspecified
35860,Explore limb vessels,Other,Unspecified
35870,Repair vessel graft defect,CT,Unspecified
35875,Removal of clot in graft,Other,Unspecified
35876,Removal of clot in graft,Other,Unspecified
35879,Revise graft w/vein,Other,Unspecified
35881,Revise graft w/vein,Other,Unspecified
35883,Revj fem anast nonautog grf,Other,Unspecified
35884,Revj fem anast autog vn grf,Other,Unspecified
35901,Excision graft neck,Other,Unspecified
35903,Excision graft extremity,Other,Unspecified
35905,Excision graft thorax,Other,Unspecified
35907,Excision graft abdomen,Other,Unspecified
36000,Place needle in vein,Other,Unspecified
36002,Pseudoaneurysm injection trt,CT,Unspecified
36005,Injection ext venography,CT,Unspecified
36010,Place catheter in vein,Other,Unspecified
36011,Place catheter in vein,Other,Unspecified
36012,Place catheter in vein,Other,Unspecified
36013,Place catheter in artery,Other,Unspecified
36014,Place catheter in artery,Other,Unspecified
36015,Place catheter in artery,Other,Unspecified
36100,Establish access to artery,Other,Unspecified
36140,Intro ndl icath upr/lxtr art,Other,Unspecified
36160,Establish access to aorta,Other,Unspecified
36200,Place catheter in aorta,Other,Unspecified
36215,Place catheter in artery,Other,Unspecified
36216,Place catheter in artery,Other,Unspecified
36217,Place catheter in artery,Other,Unspecified
36218,Place catheter in artery,Other,Unspecified
36221,Place cath thoracic aorta,Other,Unspecified
36222,Place cath carotid/inom art,Other,Unspecified
36223,Place cath carotid/inom art,Other,Unspecified
36224,Place cath carotd art,Other,Unspecified
36225,Place cath subclavian art,Other,Unspecified
36226,Place cath vertebral art,Other,Unspecified
36227,Place cath xtrnl carotid,Other,Unspecified
36228,Place cath intracranial art,Other,Unspecified
36245,Ins cath abd/l-ext art 1st,Other,Unspecified
36246,Ins cath abd/l-ext art 2nd,Other,Unspecified
36247,Ins cath abd/l-ext art 3rd,Other,Unspecified
36248,Ins cath abd/l-ext art addl,Other,Unspecified
36251,Ins cath ren art 1st unilat,Other,Unspecified
36252,Ins cath ren art 1st bilat,Other,Unspecified
36253,Ins cath ren art 2nd+ unilat,Other,Unspecified
36254,Ins cath ren art 2nd+ bilat,Other,Unspecified
36260,Insertion of infusion pump,Other,Unspecified
36261,Revision of infusion pump,Other,Unspecified
36262,Removal of infusion pump,Other,Unspecified
36299,Unlisted px vascular njx,Other,Unspecified
36400,Vnpnxr<3yrs phy/qhp fem/jug,Other,Unspecified
36405,Vnpnxr<3yrs phy/qhp scalp vn,Other,Unspecified
36406,Vnpnxr<3yrs phy/qhp other vn,Other,Unspecified
36410,Vnpnxr 3yr/> phy/qhp dx/ther,Other,Unspecified
36415,Coll venous bld venipuncture,CT,Unspecified
36416,Collj capillary blood spec,Other,Unspecified
36420,Venipuncture cutdown < 1 yr,CT,Unspecified
36425,Venipuncture cutdown 1 yr/>,CT,Unspecified
36430,Transfusion bld/bld compnt,Other,Unspecified
36440,Bld push tfuj 2 yr/<,Other,Unspecified
36450,Bld exchange truj newborn,Other,Unspecified
36455,Bld exchange truj oth thn nb,Other,Unspecified
36456,Prtl exchange transfuse nb,Other,Unspecified
36460,Intrauterine transfusion ftl,Other,Unspecified
36465,Njx noncmpnd sclrsnt 1 vein,Other,Unspecified
36466,Njx noncmpnd sclrsnt mlt vn,Other,Unspecified
36468,Njx sclrsnt spider veins,Other,Unspecified
36470,Njx sclrsnt 1 incmptnt vein,Other,Unspecified
36471,Njx sclrsnt mlt incmptnt vn,Other,Unspecified
36473,Endovenous mchnchem 1st vein,Other,Unspecified
36474,Endovenous mchnchem add-on,Other,Unspecified
36475,Endovenous rf 1st vein,Other,Unspecified
36476,Endovenous rf vein add-on,Other,Unspecified
36478,Endovenous laser 1st vein,Other,Unspecified
36479,Endovenous laser vein addon,Other,Unspecified
36481,Insertion of catheter vein,Other,Unspecified
36482,Endoven ther chem adhes 1st,Other,Unspecified
36483,Endoven ther chem adhes sbsq,Other,Unspecified
3650F,Eeg ordered rvwd reqstd,Other,Unspecified
36500,Insertion of catheter vein,Other,Unspecified
36510,Insertion of catheter vein,Other,Unspecified
36511,Apheresis wbc,Other,Unspecified
36512,Apheresis rbc,Other,Unspecified
36513,Apheresis platelets,Other,Unspecified
36514,Apheresis plasma,Other,Unspecified
36516,Apheresis immunoads slctv,CT,Unspecified
36522,Photopheresis,Other,Unspecified
36555,Insert non-tunnel cv cath,Other,Unspecified
